"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"2300","16001","Ada County, Idaho",183481,5914,6244,1649,19324,2582,29568,3193,37731,3857,39253,3883,14439,2162,20364,2705,5175,2714,4731,2033,3089,1046,1947,901,1616,720,2013
"2301","16005","Bannock County, Idaho",35179,1928,1588,585,8215,1216,9085,1223,7205,1302,2887,777,684,435,1423,584,380,240,227,282,1472,604,1193,478,820,436,2013
"2302","16019","Bonneville County, Idaho",42750,1952,1347,563,7442,1195,10900,1675,10706,1501,4424,982,1215,701,2257,825,437,430,306,206,1264,462,1544,513,908,415,2013
"2303","16027","Canyon County, Idaho",76553,2665,2110,928,8118,1675,10361,2244,9751,1535,10992,1992,6878,1592,12977,1895,3416,1574,3560,1132,5285,1320,2598,851,507,326,2013
"2304","16055","Kootenai County, Idaho",58499,3178,3643,1427,8510,1842,10303,2087,11499,2271,6653,1454,3240,963,5639,1228,1211,614,1174,614,3374,1027,2465,1116,788,449,2013
"2305","16083","Twin Falls County, Idaho",35068,1990,1643,606,8822,1476,8565,1676,5333,1139,4089,1140,577,338,2310,831,585,382,458,268,1230,619,1126,634,330,213,2013
"2306","17001","Adams County, Illinois",30207,1598,852,423,5694,1204,8468,1256,6996,1270,3304,733,1015,402,1772,679,303,193,541,301,607,240,311,262,344,269,2013
"2307","17019","Champaign County, Illinois",93784,2915,3009,833,12704,1857,25023,2482,18662,2068,14459,1724,6516,1102,5862,1090,1413,613,1062,500,1967,596,1765,735,1342,511,2013
"2308","17031","Cook County, Illinois",2314923,14628,31586,2804,126582,5881,220471,8717,259849,9314,295328,9413,137599,6909,398528,9425,86122,5115,144541,6662,298733,9534,245022,7492,70562,4078,2013
"2309","17037","DeKalb County, Illinois",49245,2308,2653,1081,8034,1436,8040,1570,6543,1726,3626,893,1769,602,4609,1478,1172,442,2055,707,5298,1177,4483,951,963,401,2013
"2310","17043","DuPage County, Illinois",448490,5474,8273,1462,40512,3394,54140,3686,59159,3843,61370,3227,29801,1987,61644,3804,16074,1844,22748,2029,45784,2559,38508,2708,10477,1563,2013
"2311","17089","Kane County, Illinois",237458,4639,2947,858,19167,2373,27028,2970,34877,2998,30225,3056,17666,2610,29561,2996,9821,2060,10466,1639,27213,3195,21450,3117,7037,1407,2013
"2312","17091","Kankakee County, Illinois",47966,1982,2182,599,6577,1199,8549,1268,7806,1273,6819,1180,1463,474,5199,1401,1452,619,517,250,4350,1203,1424,594,1628,584,2013
"2313","17093","Kendall County, Illinois",55093,3367,1809,745,2594,894,5233,1741,8592,1935,6681,1767,1018,556,8907,2367,3616,1537,2928,1049,7148,2013,3872,1177,2695,1219,2013
"2314","17097","Lake County, Illinois",318355,5259,7381,1271,30259,2986,33312,2483,44154,3472,38350,3113,20413,1917,43264,2928,13966,2042,17643,2109,29841,2549,30103,2925,9669,1478,2013
"2315","17099","LaSalle County, Illinois",46618,2386,3499,954,7529,1249,7938,1219,6339,1120,4773,835,1768,544,5199,1031,717,295,929,407,3616,726,2263,699,2048,643,2013
"2316","17111","McHenry County, Illinois",148476,3724,5038,1511,11957,1621,18263,2217,15976,2311,16928,2244,6658,1265,15541,2106,4310,1023,7708,1351,20471,1998,18573,2006,7053,1444,2013
"2317","17113","McLean County, Illinois",88579,2918,4395,817,16439,2141,21729,2185,16693,2066,12893,1973,3068,811,5444,1118,634,276,724,318,2574,876,2089,877,1897,932,2013
"2318","17115","Macon County, Illinois",47408,2099,1201,491,8060,1275,10338,1151,10603,1433,8712,1332,2044,616,2199,661,355,248,418,253,1771,516,960,394,747,378,2013
"2319","17119","Madison County, Illinois",118083,3449,3571,840,10896,1508,19583,2165,15565,2053,18000,1938,5448,1060,16097,2013,4818,1020,7081,1503,11359,1667,4370,1134,1295,604,2013
"2320","17143","Peoria County, Illinois",83035,2664,2430,785,9354,1284,17103,2284,18683,2316,15749,1537,5416,1237,7580,1506,1123,432,973,483,1275,499,2461,847,888,366,2013
"2321","17161","Rock Island County, Illinois",68033,2467,2089,628,9610,1414,11988,1450,13845,1511,13255,1823,4580,1041,7571,1496,581,313,460,241,2327,709,1213,549,514,320,2013
"2322","17163","St. Clair County, Illinois",112221,3544,3105,855,12161,1714,15759,2061,18752,2223,16427,2432,6331,1128,13343,1693,4026,890,5400,1069,10338,1686,5563,1204,1016,401,2013
"2323","17167","Sangamon County, Illinois",91310,2728,3689,873,13134,1688,16822,1976,21224,1991,14800,1693,6191,1233,7588,1154,666,307,1948,928,2519,699,2056,685,673,338,2013
"2324","17179","Tazewell County, Illinois",60670,2524,2160,592,6721,1353,7845,1284,12158,1393,12322,1503,4525,957,7442,1361,1802,512,1694,622,2393,534,535,253,1073,435,2013
"2325","17183","Vermilion County, Illinois",32318,1591,1223,400,4226,920,7402,1290,6482,890,3916,865,1565,469,3339,792,569,328,627,359,1766,502,405,201,798,339,2013
"2326","17197","Will County, Illinois",308455,5272,5851,1201,22253,2431,32883,2965,34842,3039,37209,3194,18856,2317,40824,3452,12141,1510,16137,1925,38288,3000,36691,3418,12480,1995,2013
"2327","17199","Williamson County, Illinois",28071,1657,954,471,4238,1085,4480,713,6237,1187,4280,930,1861,557,2167,721,962,479,403,263,1144,530,829,448,516,289,2013
"2328","17201","Winnebago County, Illinois",125814,3587,3947,1160,16846,2079,23763,2001,25425,2498,18504,2166,8657,1269,12161,1685,3285,839,2132,688,4347,1108,4514,986,2233,622,2013
"2329","18003","Allen County, Indiana",160379,3792,5070,1011,14564,1696,27997,2490,32186,2429,35752,2507,14192,1694,16350,1679,1989,569,2605,821,4791,975,2472,690,2411,622,2013
"2330","18005","Bartholomew County, Indiana",36247,1643,356,249,3937,963,9115,1327,9575,1432,5710,1404,1708,824,2331,776,1097,511,95,146,974,462,998,494,351,311,2013
"2331","18019","Clark County, Indiana",51345,2633,303,172,4390,1202,6569,1352,11071,1735,8150,1320,4187,1308,7575,1389,3144,1263,1966,754,2084,614,1174,527,732,340,2013
"2332","18035","Delaware County, Indiana",50367,2792,2543,825,7996,1361,10499,1547,9752,1457,6003,1088,2038,809,4971,1269,629,384,1300,563,1962,603,1504,594,1170,572,2013
"2333","18039","Elkhart County, Indiana",89434,3203,4666,1302,11807,1976,14363,2008,19014,2379,14444,2142,8732,1615,7955,1417,1756,757,1426,571,3370,958,1055,584,846,447,2013
"2334","18043","Floyd County, Indiana",34795,1655,813,450,2506,702,3686,761,7101,1374,6693,1065,5029,895,4141,783,1169,502,1042,523,1306,519,1011,446,298,245,2013
"2335","18053","Grant County, Indiana",27199,1603,1950,688,5924,1239,5035,1087,4457,906,3644,988,700,340,1853,610,408,293,428,275,1454,561,849,428,497,294,2013
"2336","18057","Hamilton County, Indiana",140511,4150,2335,740,12464,1726,17956,2340,18994,2556,19355,2029,9303,1870,22132,2652,6802,1438,9051,2041,14752,2040,5458,1181,1909,1160,2013
"2337","18059","Hancock County, Indiana",32041,2005,1808,924,3030,1054,4239,1191,2708,960,4090,1250,2993,1102,4819,1285,3055,1082,2292,1301,1937,872,965,560,105,150,2013
"2338","18063","Hendricks County, Indiana",72295,2235,2354,896,7504,1682,6410,1240,10905,1692,9578,1736,5125,1144,13241,1776,4927,1460,3588,895,5632,1178,2096,752,935,488,2013
"2339","18067","Howard County, Indiana",35542,1870,1587,575,6293,1290,8285,1256,6744,1432,3945,982,1026,475,1541,521,187,181,227,217,2754,870,1827,682,1126,591,2013
"2340","18081","Johnson County, Indiana",65977,2897,1320,750,6217,1275,8901,1573,10144,1900,9056,1369,4727,1093,10668,1690,2328,715,3690,1124,5587,1224,2106,800,1233,677,2013
"2341","18085","Kosciusko County, Indiana",35527,1681,2720,845,5230,971,7062,1525,6398,1270,4171,806,2735,799,3259,975,179,144,911,475,1350,614,765,424,747,395,2013
"2342","18089","Lake County, Indiana",206615,4285,4385,1287,19166,2257,25170,2564,27808,2973,34309,2778,13692,1931,26526,2621,5752,1138,9143,1434,19388,2256,15195,2104,6081,1192,2013
"2343","48099","Coryell County, Texas",31141,1854,1443,526,5753,1639,4419,1024,4836,973,3826,1082,2267,648,2805,708,601,306,630,380,2923,1058,1170,603,468,267,2013
"2344","48113","Dallas County, Texas",1124983,10915,16861,2737,81742,4880,130558,7215,173928,8089,178422,8157,77070,5297,206447,9307,34019,3309,44231,3786,99290,5899,61078,4754,21337,2525,2013
"2345","48121","Denton County, Texas",353027,4654,7699,1772,30010,2792,42951,3461,43937,3457,47735,3577,25671,2718,56674,4324,11817,1907,17901,2093,39086,3008,22726,2636,6820,1629,2013
"2346","48135","Ector County, Texas",68655,2618,2350,833,7587,1493,13325,1953,14808,2158,11334,1856,2945,913,8165,1431,1383,612,982,539,2097,751,2228,914,1451,590,2013
"2347","48139","Ellis County, Texas",68716,2254,2828,1092,6817,1474,8400,1735,8083,1455,6321,1274,3254,897,9054,1355,2051,633,3465,1097,11671,1625,5807,1504,965,521,2013
"2348","48141","El Paso County, Texas",327883,6789,5386,1229,25869,3051,49378,3566,62875,4279,66170,5049,23930,2482,53614,3865,6474,1348,8931,1907,11978,1649,7805,1558,5473,1093,2013
"2349","48157","Fort Bend County, Texas",296320,6985,3194,1134,12582,2196,25105,3692,28870,3650,34568,3627,17948,2855,52064,3923,13039,2088,22438,3003,49946,4970,30301,3683,6265,1429,2013
"2350","48167","Galveston County, Texas",132656,4162,2525,779,12940,2224,20870,2778,14701,2021,20238,2520,7822,1596,15743,2546,3375,1067,5543,1400,13028,2091,12762,2554,3109,909,2013
"2351","48181","Grayson County, Texas",49391,2374,1882,628,5163,1060,10333,2005,9685,1637,6178,1018,1855,596,5160,1368,506,307,868,411,2825,793,3363,856,1573,591,2013
"2352","48183","Gregg County, Texas",53739,2515,2233,897,7427,1511,8936,1542,9852,1529,11227,1597,2209,814,6617,1380,755,468,1103,564,1792,914,573,366,1015,564,2013
"2353","48187","Guadalupe County, Texas",62536,2973,1634,628,5716,1543,8729,1525,10044,1608,9944,1584,3698,1002,8057,1680,1547,510,2269,673,5301,1058,4504,1077,1093,588,2013
"2354","48201","Harris County, Texas",1973148,15976,33891,3921,130582,6536,213859,9788,290221,10450,299648,10279,120880,5653,362510,12147,60509,5036,79876,5711,195525,8801,145527,7454,40120,4710,2013
"2355","48203","Harrison County, Texas",25117,1712,1017,523,3381,1096,3573,1095,5529,1394,3977,1110,1402,706,3243,896,545,366,150,122,1607,668,556,495,137,132,2013
"2356","48209","Hays County, Texas",81849,3139,807,363,7634,2127,11363,2008,9137,2104,9285,2178,4249,1209,9436,1703,1632,595,5470,1491,11160,2158,8808,2086,2868,1278,2013
"2357","48213","Henderson County, Texas",26407,1558,1150,597,2715,807,4691,1232,3884,1340,2827,830,920,492,2367,725,930,474,936,584,2996,864,1477,555,1514,528,2013
"2358","48215","Hidalgo County, Texas",280053,6444,7293,1826,28798,3559,48141,3888,59280,4744,53404,4085,19502,2528,38669,3895,2953,864,5143,1328,6588,1435,5110,1444,5172,1380,2013
"2359","48231","Hunt County, Texas",35085,2155,1227,515,5098,1228,5030,1266,5445,1136,4495,1219,1308,550,2956,729,463,303,1048,434,1953,604,3937,1025,2125,820,2013
"2360","48245","Jefferson County, Texas",98114,3747,2559,794,15843,2092,16597,2036,20780,2394,17015,2311,5889,1371,13086,1922,1057,431,511,221,1735,822,2295,823,747,355,2013
"2361","48251","Johnson County, Texas",62241,2726,2212,882,4823,1167,7231,1201,8661,2100,5970,1462,4432,1029,9232,1571,2323,664,3534,952,8055,1509,4464,931,1304,579,2013
"2362","48257","Kaufman County, Texas",48959,1908,1455,584,5549,1268,6599,1204,4071,1059,2976,833,2008,835,7053,1589,1238,537,2588,821,7981,1611,5808,1201,1633,634,2013
"2363","48291","Liberty County, Texas",25081,1923,460,368,1968,816,1955,728,2045,780,1926,760,420,377,2439,946,1334,757,1031,602,3457,1241,6546,1541,1500,727,2013
"2364","48303","Lubbock County, Texas",133734,4034,4910,1496,21394,2390,36976,3147,35279,3409,17449,2312,3706,1061,6135,1316,711,393,940,555,3456,877,1760,766,1018,383,2013
"2365","48309","McLennan County, Texas",107572,3736,3848,1252,14171,2196,23864,2600,25488,2760,18250,2364,5055,1127,9635,1597,918,477,412,255,2785,855,1631,883,1515,629,2013
"2366","48329","Midland County, Texas",74137,3312,1906,775,9705,2553,15048,2302,18620,2616,11181,2192,3247,1253,7252,1442,410,346,1192,654,1268,560,2257,979,2051,961,2013
"2367","48339","Montgomery County, Texas",212123,5866,2856,941,15048,2835,24251,3178,30783,4099,25061,3729,9750,1806,26417,3242,7244,1775,8248,1849,27669,3582,26331,3691,8465,1603,2013
"2368","48347","Nacogdoches County, Texas",25028,1833,1302,915,5688,1432,5323,1252,3569,1050,2277,772,892,412,2507,781,635,495,521,382,812,478,728,532,774,596,2013
"2369","48355","Nueces County, Texas",158537,4099,3084,980,22651,2894,32340,3474,36872,3618,23984,3090,8033,1381,17786,2383,1918,731,2150,828,4338,1082,2686,791,2695,800,2013
"2370","48361","Orange County, Texas",34661,1637,2861,880,4102,1017,3869,916,3868,1115,5896,1180,2641,815,5255,961,1008,360,1705,722,1702,653,451,286,1303,552,2013
"2371","48367","Parker County, Texas",53518,2540,1423,585,4143,1262,7322,1853,4542,1184,4764,1136,2527,739,8649,1826,3060,912,3421,1110,7394,1658,4072,844,2201,793,2013
"2372","48375","Potter County, Texas",52364,2084,2957,837,6535,1243,12265,1866,13336,1463,7521,1322,2299,818,3140,838,297,247,684,393,1103,520,1714,679,513,329,2013
"2373","48381","Randall County, Texas",62689,2019,1797,729,7943,1229,16600,1846,14338,1841,7943,1415,2040,642,5430,1490,1265,619,1490,567,1239,526,1969,748,635,397,2013
"2374","48397","Rockwall County, Texas",37430,2324,785,602,2592,1109,4478,1346,3836,1355,2758,1110,1198,494,5657,1529,1993,686,2706,1022,7389,1563,3668,1221,370,281,2013
"2375","48409","San Patricio County, Texas",28559,1886,943,515,4881,1248,3011,786,4089,908,3160,842,958,390,5779,1149,866,589,512,359,3481,1068,599,436,280,214,2013
"2376","48423","Smith County, Texas",91763,3373,3648,1268,11597,2021,14980,2370,17288,2425,12578,2027,4276,1240,13691,2355,1187,788,2248,1011,3116,978,2935,1078,4219,1596,2013
"2377","48439","Tarrant County, Texas",883064,9555,15608,2476,61156,4586,111694,6910,133690,7208,135428,6557,64671,5419,148939,7688,30194,3190,38239,4338,81202,4981,48428,4230,13815,2395,2013
"2378","48441","Taylor County, Texas",63592,2334,3602,902,11899,1567,18165,2204,15722,1839,6072,1436,1817,749,3198,725,416,507,362,288,356,160,836,447,1147,494,2013
"2379","48451","Tom Green County, Texas",53343,2229,1829,860,8823,1812,14980,1699,13925,1695,4920,1385,1085,407,3176,1336,31,53,1252,1032,811,526,1625,746,886,459,2013
"2380","48453","Travis County, Texas",552319,6399,10085,1740,40536,2855,74720,5129,95424,5175,94118,5570,39431,3276,93816,5179,13490,2341,21300,2975,37475,3574,22827,2796,9097,1568,2013
"2381","48469","Victoria County, Texas",40046,1826,973,435,7428,1407,9148,1569,8916,1428,4708,1101,1497,614,2949,755,290,171,546,333,1581,712,1061,604,949,506,2013
"2382","48471","Walker County, Texas",20791,2438,469,370,1991,831,2736,820,4044,1163,3569,1061,600,467,3058,1166,32,68,549,381,1920,789,1437,727,386,391,2013
"2383","48479","Webb County, Texas",89476,3162,2291,820,8480,1601,17130,1870,20467,2256,15762,2266,3463,724,10536,1528,743,365,2500,741,3604,877,2035,903,2465,921,2013
"2384","48485","Wichita County, Texas",57700,2348,2980,1045,13007,1879,17220,1724,12757,1614,5198,1068,1592,538,2164,749,268,191,21,38,849,624,1013,539,631,450,2013
"2385","48491","Williamson County, Texas",212616,4820,6538,1768,17006,2499,25095,2281,32584,2973,32106,3204,12649,1728,30253,3142,8763,2192,10245,1981,23749,2485,10474,1883,3154,893,2013
"2386","49005","Cache County, Utah",51418,1578,3218,651,10903,1743,12092,1478,12010,1514,4878,1248,1560,621,2885,671,777,532,256,151,900,356,1045,391,894,356,2013
"2387","49011","Davis County, Utah",141252,3144,4549,1040,18066,1987,22882,2662,25996,2144,23161,2530,10581,1484,16250,1907,2719,809,4159,1051,7873,1264,2772,795,2244,908,2013
"2388","49035","Salt Lake County, Utah",497679,7019,10101,1957,45159,3942,72490,4463,90073,4905,99689,5899,38847,3456,80320,4277,10245,1616,12309,1783,21428,2322,11133,1956,5885,1482,2013
"2389","49049","Utah County, Utah",215707,4417,8728,1522,30232,2670,36255,3019,41122,3302,34012,2725,12746,1749,20418,2002,4717,951,5414,941,11903,1422,7168,1129,2992,1231,2013
"2390","49053","Washington County, Utah",54469,3026,3201,1059,9339,1585,12947,2060,10556,1994,8145,1824,2488,938,3745,1130,378,287,440,270,1183,729,798,563,1249,570,2013
"2391","49057","Weber County, Utah",103928,3293,2649,996,14761,1940,16515,1711,20159,2359,19974,2379,5089,1168,9572,1508,1049,373,2103,738,5817,1138,4347,1038,1893,765,2013
"2392","50007","Chittenden County, Vermont",79443,2654,2645,825,9694,1440,12658,1512,18078,1714,10781,1629,5984,1177,9797,1396,2203,606,1560,494,4499,1140,776,371,768,359,2013
"2393","51003","Albemarle County, Virginia",43783,2551,804,471,3807,803,7231,1309,11075,1873,8010,1448,2108,611,5953,1207,533,295,987,444,1529,587,775,390,971,487,2013
"2394","51013","Arlington County, Virginia",132268,3715,1173,615,6305,1517,14163,2384,17457,2249,17597,2207,10265,1765,28972,3174,7047,1522,8467,1407,15504,2063,3916,1073,1402,574,2013
"2395","51015","Augusta County, Virginia",31662,2260,88,108,1731,679,6842,1254,6454,1456,5246,1152,2082,766,4525,1152,1872,728,1028,484,941,486,561,267,292,254,2013
"2396","51019","Bedford County, Virginia",31769,1692,1020,686,1980,703,3431,960,3870,1038,4844,1346,1922,609,6191,1419,1323,515,2161,898,3489,1048,1087,544,451,368,2013
"2397","51041","Chesterfield County, Virginia",157194,4130,2018,774,8132,1252,16232,1995,26059,2598,26665,2253,17956,2620,30340,3054,6806,1421,6043,1110,9500,1519,4248,1247,3195,1362,2013
"2398","51059","Fairfax County, Virginia",568377,7153,5265,1489,24883,2976,51823,3784,65316,3824,82045,4267,38147,2950,100711,4838,21035,2139,34789,2793,74237,4344,55251,3918,14875,2081,2013
"2399","51061","Fauquier County, Virginia",30970,1398,389,198,2343,773,3415,866,3349,826,2299,746,1108,450,3639,852,949,416,1592,534,4151,861,5831,1043,1905,709,2013
"2400","51069","Frederick County, Virginia",39693,1905,623,400,3092,1186,4885,1094,8654,1462,6478,1380,3277,1338,2967,856,456,295,986,597,2597,873,3597,967,2081,778,2013
"2401","51085","Hanover County, Virginia",48048,1888,1326,506,2677,731,5098,1049,6348,1039,9900,1594,5158,1017,8540,1154,1185,493,2165,617,2249,633,1728,574,1674,642,2013
"2402","51087","Henrico County, Virginia",152869,3639,2439,949,13197,2407,24078,2423,32178,3314,34335,3878,11527,1735,18778,2170,1595,645,2529,891,5741,1251,3973,1194,2499,937,2013
"2403","51095","James City County, Virginia",29318,2118,462,275,1954,709,3646,1045,5688,1271,5312,1204,1346,691,3588,1107,1057,669,1419,559,2170,807,1968,795,708,465,2013
"2404","51107","Loudoun County, Virginia",171454,3211,3363,899,11608,1713,18391,2150,20914,2332,19075,2093,9849,1709,25429,2321,6711,1272,8680,1283,21068,2207,19518,2261,6848,1141,2013
"2405","51121","Montgomery County, Virginia",41613,3209,2706,1074,10033,2182,7797,1484,6588,1541,5566,1378,2357,996,2147,839,1785,916,261,199,1565,606,383,306,425,326,2013
"2406","51153","Prince William County, Virginia",217452,3783,2129,781,9890,1595,18267,2271,21738,2544,20776,2487,8562,1512,28246,2591,7590,1410,13159,1954,34873,2906,40312,3623,11910,1719,2013
"2407","51161","Roanoke County, Virginia",42112,2365,1535,553,4303,1067,6491,1142,9455,1310,9738,1311,2633,757,4742,1311,879,556,566,304,594,325,690,350,486,253,2013
"2408","51165","Rockingham County, Virginia",37142,1201,1592,596,4635,886,5802,1065,6949,1485,6265,1123,3191,824,4804,1025,853,327,538,267,1391,452,611,300,511,391,2013
"2409","51177","Spotsylvania County, Virginia",60397,2014,766,383,2307,708,4960,995,10778,1565,8266,1283,4318,1136,6063,1193,1918,657,2464,667,4534,971,7914,1157,6109,907,2013
"2410","51179","Stafford County, Virginia",63874,2478,1365,521,3978,1085,5561,1126,7158,1435,6763,1266,3530,966,6882,1681,2207,766,1547,592,7519,1499,10272,1229,7092,1497,2013
"2411","51199","York County, Virginia",31010,1408,443,408,1990,717,5663,1358,7344,1380,5249,1091,1874,595,3920,953,648,456,1109,434,1407,671,1213,528,150,173,2013
"2412","51510","Alexandria city, Virginia",87996,2432,674,342,3764,899,7500,1468,10929,1638,10674,1389,6493,1668,15776,1983,4313,966,5261,1117,14591,2085,6643,1603,1378,646,2013
"2413","51550","Chesapeake city, Virginia",104879,3625,2296,818,7842,1275,9824,1521,18191,2394,17772,2625,10390,1732,18795,2581,4569,1030,3827,1122,7172,1376,2350,921,1851,710,2013
"2414","51650","Hampton city, Virginia",62478,2563,508,335,4804,1209,11494,1877,15406,2218,9855,1805,2561,850,7259,1233,1043,556,2353,1299,5184,1699,1141,511,870,426,2013
"2415","51680","Lynchburg city, Virginia",31576,2235,1030,460,4919,914,8200,1273,8194,1632,2792,838,940,524,2745,939,212,225,40,65,831,488,1025,498,648,323,2013
"2416","51700","Newport News city, Virginia",86836,2878,1765,649,9063,1367,14912,2287,16053,2027,14658,2058,5608,1219,10390,1787,1257,501,2318,920,4646,1236,4328,1329,1838,838,2013
"2417","51710","Norfolk city, Virginia",118238,3342,3547,1530,12121,1634,18629,1863,22574,2711,23677,2612,9212,1964,13180,2002,2093,723,2721,815,6447,1518,3222,962,815,396,2013
"2418","51740","Portsmouth city, Virginia",43239,1793,1346,453,3146,771,6522,1372,6952,1288,6823,1312,2657,950,7618,1322,1336,658,1241,481,2661,835,1734,921,1203,568,2013
"2419","51760","Richmond city, Virginia",94809,3069,1915,599,9439,1271,16197,2117,18377,2275,18925,2443,6719,1474,11672,1686,2623,913,1326,512,2428,604,2465,752,2723,914,2013
"2420","51770","Roanoke city, Virginia",45387,2541,1094,660,6122,1412,9438,1676,12542,2176,6725,1425,1913,857,3517,947,460,304,507,421,1448,670,1001,440,620,403,2013
"2421","51800","Suffolk city, Virginia",37965,1885,448,269,3813,943,3768,948,5152,867,6281,1052,3015,717,5030,878,1315,521,2061,560,4365,1007,2429,785,288,156,2013
"2422","51810","Virginia Beach city, Virginia",223713,4816,4294,902,21035,3043,32625,3087,40426,3249,39921,3198,19846,2335,30778,3102,4808,999,5962,1335,13879,1593,6071,1256,4068,1494,2013
"2423","53005","Benton County, Washington",78330,3122,2713,969,12260,1648,11745,1811,15215,2016,13460,1782,4671,1032,6554,1203,2421,990,2041,780,3721,936,2875,840,654,354,2013
"2424","53007","Chelan County, Washington",30648,1611,2269,865,5130,1526,7293,1508,5728,1507,3638,1156,741,437,2010,906,241,147,893,503,1165,571,775,567,765,403,2013
"2425","53009","Clallam County, Washington",26112,1875,1941,640,5529,1124,5374,1054,3343,866,2869,896,1247,662,2553,862,287,336,428,292,933,421,522,328,1086,551,2013
"2426","53011","Clark County, Washington",179461,4146,4815,1090,14643,1801,23866,2210,31201,2793,31103,2671,13413,1777,25296,2413,4778,1012,6555,1189,13274,1764,6738,1118,3779,809,2013
"2427","53015","Cowlitz County, Washington",38618,2342,900,502,5819,1253,7073,1512,7666,1429,4479,1217,2514,744,2337,911,1015,545,1691,702,1769,659,2176,796,1179,547,2013
